item,itemLabel,startDate,endDate,psid
Q101225458,Milojko Spajić,2020-12-02,,Q101225458-3b71110e-4ed5-8094-b001-35a8c2c4ddf5
Q109548691,Radoje Žugić,2012-12-04,2016-05-12,Q109548691-73F2552F-A95A-4C35-A271-3578F4A585A0
Q110584299,Darko Radunović,2016-11-28,2020-12-04,Q110584299-2EAC45EB-6A10-4957-A937-441B87B58EE8
Q110584302,Milorad Katnić,2010-12-29,2012-12-04,Q110584302-FB5B2470-D129-4C0D-A2EB-38E979434DD9
Q57746,Igor Lukšić,2004-02-16,2010-12-29,Q57746-CB480E5C-42D6-4E76-8507-486C0E037D5D
Q6873960,Miroslav Ivanišević,1998-07-16,2004-02-16,Q6873960-5E699C54-12AB-4CC5-8ECB-CE5DBF282525
Q80850839,Raško Konjević,2016-05-12,2016-11-28,Q80850839-8CA4CDD2-E7D3-46C3-9057-409C1F691944
