item,itemLabel,startDate,endDate,sourceDate,psid
Q110584237,Jovan Lakčević,2006-06-09,2008-02-06,,Q110584237-8A6F2A8B-24C6-4E0F-8958-DAFD4B9EDA1C
Q110584232,Dragan Samardžić,2008-02-06,2017-01-13,,Q110584232-948AA3B3-3E50-45F0-B003-25C1323E748D
Q6660916,Ljubiša Jokić,2017-01-13,2017-10-17,,Q6660916-A2455824-3D01-4F11-B612-70AA462BD149
Q110584229,Ilija Daković,2017-10-17,2018-07-12,,Q110584229-8FF3662C-A8C5-4CA4-A65A-F7A588CBCAEE
Q110584218,Dragutin Dakić,2018-07-12,2021-04-16,,Q110584218-5F6438F9-E4DD-4DFC-8DD1-5AD6D5F26F2C
Q106519996,Milutin Đurović,2021-04-16,,,Q106519996-A13A35BF-E73E-4C58-8E9A-0767662A9C08
